title,username,route,itinerary,departure_date,days,tags,cost,photo_count,text_content,image_content,views,likes,favorites,comments,shares,url,trip_days
洛阳勇闯神都，我却忙里偷闲了~,赵小奔,途经：洛阳,行程：洛阳博物馆>龙门石窟>洛阳古墓博物馆>洛邑古城>寻迹洛神赋>应天门>香山寺>东山石...,2024-09-19 出发,共3天,短途周末,人均2500元,209张照片,三天的洛阳之旅令人难忘。观看《寻迹洛神赋》，感受华夏文明；逛洛阳博物馆，领略历史底蕴；探访隋唐大运河博物馆和山陕会馆；在洛邑古城体验古城韵味；步行经过十字街、丽景门到应天门；发现洛阳大河荟，感受河洛文化；最后去古墓博物馆，感受神秘魅力。洛阳的历史遗迹、文化底蕴和美食美景让我流连忘返，未来我定会三刷洛阳。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_81a15580eb869b7a9a52583f0d940ff9.jpg_160x120x95_9cf383c8.jpg,1.1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7868516,共3天
上海金山值得打卡的4️⃣家高性价比餐厅🍴,yusyu回忆录,途经：上海>美国(海金Hygiene),行程：枫泾古镇,2024-09-21 出发,共2天,美食 短途周末,人均200元,5张照片,上海金山值得打卡的4️⃣家高性价比餐厅🍴,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_61b2222eb3dd2793c18235c0e9137647.jpg_160x120x95_24ed2257.jpg,1.3万,0,0,0,0,https://travel.qunar.com/travelbook/note/7868322,共2天
秦皇岛、北戴河、坝上草原,时光画师Lee,途经：秦皇岛>遵化,行程：天下第一关>山海关>南戴河>北戴河>老龙头>清东陵>孝陵石像生>慈禧陵明楼>鸽子窝,2024-09-19 出发,共8天,None,人均4000元,118张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_fd3a83b8cd70a47c3dfa5bd1288a46ae.jpg_160x120x95_9adee732.jpg,9031,0,0,0,0,https://travel.qunar.com/travelbook/note/7868167,共8天
去感受多元文化，澳门city walk全攻略,贺贺-贺小唏,途经：澳门Macau,行程：金莲花广场>澳门文化中心>澳门大赛车博物馆>官也街>十月初五马路>澳门渔人码头...,2024-09-17 出发,共5天,深度游 环游 美食,人均4000元,203张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_baee11b71b0fbd97c39ac4747b5478f4.jpg_160x120x95_6f2219d7.jpg,4.8万,0,0,0,0,https://travel.qunar.com/travelbook/note/7867753,共5天
云南打卡多肉/司藤,去哪儿用户,暂无数据,暂无数据,2024-09-11 出发,共6天,深度游 古镇 中秋节 徒步,人均4000元,427张照片,自己在去哪儿买的往返丽江机票，提交定制方案，和旅行社敲定最终行程和费用，酒店自定，景点门票+交通人均1655,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_24b50ebef469eb5c3b8247027a1f797a.jpg_160x120x95_667ee329.jpg,9730,0,0,0,0,https://travel.qunar.com/travelbook/note/7867704,共6天
去北疆看大美河山,爱独行的女子,暂无数据,暂无数据,2024-08-23 出发,共11天,None,None,376张照片,至此，11天的行程就结束了。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_890b41c0c05f6058bb4389c64fdefbac.jpg_160x120x95_7c5d3eee.jpg,6862,0,0,0,0,https://travel.qunar.com/travelbook/note/7867657,共11天
烟雨西夏，沙漠绿洲（西夏王陵～沙坡头3日游）,黑咖love,途经：银川>中卫,行程：西夏陵>览山公园>沙坡头旅游景区时空之门>沙坡头,2024-09-15 出发,共3天,None,人均1500元,126张照片,坐了才知道，羊皮筏子没有动力，基本都是顺流而下，坐着腿脚也很不舒服，天热的时候估计还会有异味，顺流到水中央的时候，摇撸师傅唱起来的小曲倒是别有一番风味，正好调剂一下这枯燥又短暂的硬座顺水漂筏子😬，不错不错应景～,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_d6c2f2e714026efa1dee186394d6f76a.jpg_160x120x95_a1a12843.jpg,3612,0,0,0,0,https://travel.qunar.com/travelbook/note/7867634,共3天
恩施+重庆9日游，与好友共同体验秋日的灿烂,雪猪猪,途经：恩施市Enshishi>宣恩>恩施>恩施大峡谷Enshi Grand Canyon,行程：七星寨景区>文澜桥>恩施大峡谷>云龙地缝>磨子沟>恩施梭布垭石林景区>莲花寨>九龙...,2024-08-31 出发,共9天,自驾 赏秋,人均5000元,439张照片,此次的核心旅游还是围绕恩施展开,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_b14bd677154447e8695e33165712b252.jpg_160x120x95_cd4da394.jpg,1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7867121,共9天
贵州、长沙7日穿越之旅,苏犁,途经：贵阳>江口>长沙>镇宁>荔波,行程：甲秀楼>梵净山>贵阳站>橘子洲>黄果树客运站>岳麓山>黄果树瀑布>白宫>湖南大学...,2024-08-02 出发,共7天,美食 暑假 登山 第一次,人均3300元,455张照片,长沙像个火炉，热得实在吃不消了，查了一下武汉的天气预报，果断放弃武汉。来时说来就来，走时也是这么任性。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_08113449bc672c70cd31900809e4500c.jpg_160x120x95_f81f8938.jpg,8856,0,0,0,0,https://travel.qunar.com/travelbook/note/7866983,共7天
夏末的北疆之旅,jswl9366,暂无数据,暂无数据,2024-08-24 出发,共8天,夏季 第一次,人均10000元,114张照片,未完待续。。。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_1df42b245b4667815091a37417349d27.jpg_160x120x95_399643b5.jpg,5189,0,0,0,0,https://travel.qunar.com/travelbook/note/7866817,共8天
美轮美奂的视觉盛宴-318 自驾之旅,Will_Yu,途经：拉萨,行程：布达拉宫>西藏博物馆>八廓街>药王山>大昭寺,2024-08-20 出发,共14天,自驾 夏季,人均7500元,293张照片,未完待续。。。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_67a5465eb2ad65a318ee5e15fe365b68.jpg_160x120x95_e5217630.jpg,9216,0,0,0,0,https://travel.qunar.com/travelbook/note/7866604,共14天
酷暑游汕头,罗拉小胖,途经：南澳>汕头,行程：南澳岛>汕头站>中山公园>汕头市博物馆>人民广场>观海长廊>礐石风景区>青澳湾...,2024-08-01 出发,共4天,美食 海滨海岛 暑假 夏季 第一次,人均3800元,140张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_db34716ddeb0b61809af2d2547cbfbf7.jpg_160x120x95_c3b75fba.jpg,2802,0,0,0,0,https://travel.qunar.com/travelbook/note/7866512,共4天
泰国华欣八天七晚度假全记录--纯休闲度假风,nmtr0558,途经：重庆>西安>泰国(曼谷Bangkok),行程：洲际酒店>泽胜温泉城>迷人,2024-08-20 出发,共8天,深度游 美食 海滨海岛 暑假,人均5000元,343张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_7fb1a7493e3793aa3c02b4b015e3bd9d.jpg_160x120x95_e714ec55.jpg,9832,0,0,0,0,https://travel.qunar.com/travelbook/note/7866390,共8天
暑期不踩雷不挤人雨林游,JasonCZZ,途经：保亭>屯昌>儋州,行程：七仙岭温泉国家森林公园>海南槟榔谷黎苗文化旅游区,2024-08-21 出发,共5天,温泉 自驾 暑假 徒步 探险,人均1000元,40张照片,至此，名山大川已拿下吊罗山、五指山、百花岭、霸王岭、俄贤（也叫娥仙）岭、七仙岭、尖峰岭，地方小峰则有火山口、文笔峰、白石岭、临春岭、莲花山。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_4045c33a76292802050fd76976c2b4c5.jpg_160x120x95_db4fd535.jpg,8345,0,0,0,0,https://travel.qunar.com/travelbook/note/7865961,共5天
六盘水，安顺，贵阳七日自由行,carol-静,途经：贵阳>六盘水>安顺,行程：甲秀楼>黔灵山公园>水城古镇>玉舍国家森林公园>野玉海山地旅游度假区>野玉海观光火...,2024-08-22 出发,共7天,深度游 美食 古镇 夏季,人均7000元,332张照片,至此，名山大川已拿下吊罗山、五指山、百花岭、霸王岭、俄贤（也叫娥仙）岭、七仙岭、尖峰岭，地方小峰则有火山口、文笔峰、白石岭、临春岭、莲花山。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_1ffe88a206af67ab7a73c9336d4ecc40.jpg_160x120x95_f2201b32.jpg,1.2万,0,0,0,0,https://travel.qunar.com/travelbook/note/7865919,共7天
太原-大同，历史之旅，紧凑的开车行程，精力充沛的来看~~~,猫成,途经：太原>大同,行程：武宿国际机场>晋祠博物馆>大同古城>华严寺>九龙壁>云冈石窟>大同金地豪生大酒店...,2024-08-12 出发,共7天,自驾 暑假 夏季,人均5000元,388张照片,从网红桥我们直接去的武宿机场，结束回家。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_57bcdeaa44dc994ba523404c11932501.jpg_160x120x95_29a1181c.jpg,4398,0,0,0,0,https://travel.qunar.com/travelbook/note/7865876,共7天
北上南下古城之旅(寿县-济南-天津-朝阳-滦州-聊城）,盖盖的游乐场,暂无数据,暂无数据,2024-06-29 出发,共12天,自驾 暑假,人均1900元,278张照片,聊城水上古城—东昌府,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_cdefef83c0c18e1acb4443473fa1229a.jpg_160x120x95_a06204aa.jpg,9719,0,0,0,0,https://travel.qunar.com/travelbook/note/7865871,共12天
海口文昌～徐闻南极村7日游,帅戈,途经：湛江>文昌>海口>徐闻,行程：南极村>潭牛花海>高隆湾>南海渔家乐海滩露营地>椰林1号观景台>月亮湾海滩>淇水湾...,2024-08-04 出发,共7天,None,人均2670元,104张照片,聊城水上古城—东昌府,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_05e0be2fc2260ffb29901bf6ba74471c.jpg_160x120x95_2694df74.jpg,2650,0,0,0,0,https://travel.qunar.com/travelbook/note/7865772,共7天
带着爸妈游新疆（下）,hj-999,途经：富蕴>乌鲁木齐,行程：可可托海景区>胡杨林>博格达峰>新疆国际大巴扎>新疆维吾尔自治区博物馆,2024-06-15 出发,共22天,深度游 自驾 夏季,人均8000元,552张照片,聊城水上古城—东昌府,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_285e0b984804639a371fa665277c39a1.jpg_160x120x95_02cdb730.jpg,6005,0,0,0,0,https://travel.qunar.com/travelbook/note/7865540,共22天
枇杷季‖我们从西山岛走过……,行者Terry,暂无数据,暂无数据,2024-05-24 出发,共3天,深度游 环游 美食 自驾 短途周末 夏季,人均800元,188张照片,枇杷季，我们从西山岛走过，在我的旅行生涯中，又添了一段难忘的旅程。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_ceb5e7250f3cba4acc8c020d51450147.jpg_160x120x95_9eeab927.jpg,1.2万,0,0,0,0,https://travel.qunar.com/travelbook/note/7865049,共3天
周末吉林→通辽自驾游,han0810,暂无数据,暂无数据,2024-07-26 出发,共3天,美食 自驾 暑假 短途周末,人均1800元,5张照片,基本算没有行程，上午简单吃点东西，买点伴手礼，中午开始返程。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_360dd24dec90b758ce56702cd40b4c3d.jpg_160x120x95_3a2bb8ed.jpg,1.1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7864869,共3天
青甘大环线-你值得拥有！,憨憨ybear,暂无数据,暂无数据,2024-08-02 出发,共11天,自驾 暑假,人均6171元,133张照片,一车三大两小，共计费用1.8万。不算小朋友，人均6171，算小朋友人均3702。（几乎包含所有费用）,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_4044da4098bd9d78f34c72fb7ec7e899.jpg_160x120x95_775e1f83.jpg,1.1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7864742,共11天
远方的呼唤——一场说走就走的旅行,chxmfshk,途经：拉萨,行程：布达拉宫>大昭寺>布达拉宫广场,2024-03-18 出发,共12天,自驾 踏春 第一次,人均10000元,320张照片,一车三大两小，共计费用1.8万。不算小朋友，人均6171，算小朋友人均3702。（几乎包含所有费用）,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_f96eab426f2db1c9b78960326cc8712b.jpg_160x120x95_47f7ca5d.jpg,4664,0,0,0,0,https://travel.qunar.com/travelbook/note/7864710,共12天
新疆北疆、南阳游记,hjfn3698,暂无数据,暂无数据,2024-06-11 出发,共13天,环游 美食 夏季,人均12262元,613张照片,离开新疆的时间越来越久，对旅行中的细节也慢慢开始遗忘，曾经初见时的心潮澎湃，被眼前美景所惊艳，也随着时间渐渐淡去。因此我说服自己克服懒惰加快速度，把这一切都记录下来。不为别的，只希望自已再次回想起这次旅行的时候，依然能够感受曾经的那份激动。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_1439d677dce350b92235cea44a33311e.jpg_160x120x95_3c417bb0.jpg,9730,0,0,0,0,https://travel.qunar.com/travelbook/note/7864594,共13天
我在大同感受到了时间的魅力,karenluna在...,暂无数据,暂无数据,2024-08-02 出发,共3天,美食,人均1500元,184张照片,一直以为大同美食很贫瘠，没想到好吃的真不少！以后再来大同了不能再委屈自己的肚子啦～,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_da06f482f97f5e8bc921de7290bd6576.jpg_160x120x95_39bfb85c.jpg,1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7864368,共3天
带着爸妈游新疆（中篇）,hj-999,途经：库车>霍城,行程：库车王府>库车大寺>库车大峡谷国家地质公园>果子沟>果子沟大桥,2024-06-15 出发,共22天,None,人均8000元,1049张照片,客栈条件一般，而且没有空调，老爸很不适应，临时给爸妈换了酒店，我和老妹还是住在这里，行程过半了，希望接下来的旅程我们一路平安快乐！,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_51236fb5857d23341fa23c5e6f1110e7.jpg_160x120x95_27f241c4.jpg,6289,0,0,0,0,https://travel.qunar.com/travelbook/note/7864315,共22天
桂林阳朔四日游超详细经验贴绝对真实感受（无广）！！！,胖胖的小仙女,途经：桂林>阳朔,行程：两江四湖景区>桂林站>漓江竹筏游>阳朔>十里画廊>《印象刘三姐》山水实景演出>如意...,2024-08-13 出发,共4天,美食 游轮 暑假 第一次,人均2000元,21张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_0cbcfef18ad9354b78dd592f202724b3.jpg_160x120x95_b73c5d72.jpg,1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7864037,共4天
神都洛阳4日游,去哪儿用户,途经：洛阳,行程：洛阳隋唐大运河文化博物馆>洛邑古城>丽景门景区>隋唐洛阳城应天门遗址>龙门石窟...,2024-08-08 出发,共4天,暑假 第一次,人均2300元,23张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_e03abe4e01535b2015ba17d6be6983cd.jpg_160x120x95_67376589.jpg,6668,0,0,0,0,https://travel.qunar.com/travelbook/note/7863726,共4天
2024.08初识广州3日半,sunpark,途经：广州,行程：广州东站>广州花园酒店>广州圣心大教堂>珠江新城>广州大剧院>花城广场>正佳广场商...,2024-08-11 出发,共4天,暑假 短途周末,人均3000元,343张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_5eec89cdd66e5452c261c74864e8de0b.jpg_160x120x95_0d631bbc.jpg,6725,0,0,0,0,https://travel.qunar.com/travelbook/note/7863685,共4天
品味川渝,半缘君002,途经：自贡>峨眉山>重庆>川渝地区Sichuan and Chongqing,行程：燊海井>金顶>峨眉山>李子坝轻轨站,2024-08-01 出发,共4天,美食 自驾 暑假 摄影,人均2000元,152张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_f895c0f3cb73e84f250a8f5a28daeb2d.jpg_160x120x95_ab4b11fe.jpg,9503,0,0,0,0,https://travel.qunar.com/travelbook/note/7863444,共4天
台州旅行📍居山面海的肆意旅行🌊三天两晚🚗,少年鲍勃,途经：台州>临海>天台>温岭,行程：黄岩大瀑布>紫阳街>济公故居>国清景区>国清寺>天台山大瀑布>台州府城墙>东湖公园...,2024-08-09 出发,共3天,深度游 美食 自驾 暑假 夏季 第一次,人均1000元,72张照片,🚗这一次的自驾游旅行路线非常紧凑，大家可以根据体力做调整，天气炎热注意避暑，祝大家旅行愉快。我们一起出走山海，归来少年。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_a7dc1169efe17ca66bedd669fbbf2305.jpg_160x120x95_fb70ddc7.jpg,1.2万,0,0,0,0,https://travel.qunar.com/travelbook/note/7863355,共3天
2024年云南避署休闲游之大美泸沽湖,太空精灵儿,途经：宁蒗,行程：泸沽湖>格姆女神山>大落水村>里格半岛>里格岛>尼赛村,2024-07-16 出发,共10天,深度游 夏季,人均3000元,129张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_4e11e7085067cc166d1dbdb315e6abfb.jpg_160x120x95_4edf9006.jpg,1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7863338,共10天
自驾游‖繁花五月 我们在富春江畔的三天两夜,行者Terry,途经：桐庐>杭州>上海,行程：富春江>石舍村>芦茨村>白云源>严子陵钓台>老码头>竹园>龙眼>深澳村>天下第十九...,2024-05-18 出发,共3天,深度游 漫游 美食 自驾 短途周末 夏季,人均1000元,294张照片,富春江畔，我们的三天两夜，只游了富春江一角，期许有那么一天玩转整个富春江。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_79c678e28a757ed953a80ef521de7c68.jpg_160x120x95_024d28b8.jpg,1.2万,0,0,0,0,https://travel.qunar.com/travelbook/note/7863332,共3天
成都重庆暑期出游记,linsong7908,途经：重庆>成都,行程：白公馆>渣滓洞>重庆十八梯传统风貌区>十八梯>洪崖洞民俗风貌区>李子坝>山城步道...,2024-07-19 出发,共13天,古镇 自驾 暑假,None,194张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_183878c6306ca8b3f1a982decf0e5ec0.jpg_160x120x95_a56eaaa4.jpg,9845,0,0,0,0,https://travel.qunar.com/travelbook/note/7863254,共13天
华山、老君山、大唐不夜城五日游,梦回桃花源,途经：西安>常德,行程：回民街>河街>大唐不夜城>大雁塔>西安钟楼>常德河街>柳叶湖旅游度假区,2024-08-03 出发,共5天,自驾 暑假 摄影 徒步,人均2600元,132张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_fdd752cc78b07e6b978e7e8c353cd4cf.jpg_160x120x95_942e4224.jpg,9164,0,0,0,0,https://travel.qunar.com/travelbook/note/7863208,共5天
2024年云南避署休闲游之昆明-大理-丽江,太空精灵儿,途经：昆明,行程：云南大学>金马碧鸡坊>钱王街>昆明老街>黑龙潭公园>马家大院>抗战胜利纪念堂博物馆...,2024-07-03 出发,共13天,深度游 古镇 夏季,人均3800元,302张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_7ff2ae50e92ffbf6fca7221150f8f214.jpg_160x120x95_d3822a4d.jpg,1.2万,0,0,0,0,https://travel.qunar.com/travelbook/note/7863150,共13天
带着爸妈游新疆（上篇）,hj-999,途经：哈密>吐鲁番,行程：大海道>哈密博物馆>火焰山景区>葡萄沟>吐鲁番博物馆>坎儿井民俗园>交河驿·坎儿井...,2024-06-15 出发,共22天,深度游 自驾 夏季,人均8000元,627张照片,这几天的行程老爸还是感觉有些吃力，长时间的坐车，腿脚都肿胀了，我们都很担心，希望后面能慢慢好起来！,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_74211e8a71f32253a62a672c9549a45b.jpg_160x120x95_29c05cbb.jpg,4892,0,0,0,0,https://travel.qunar.com/travelbook/note/7862357,共22天
你与世界的距离，只差一场说走就走的旅行——新疆行,第五大道,暂无数据,暂无数据,2024-07-20 出发,共9天,自驾 暑假 摄影 第一次,人均9000元,201张照片,第九天（7月28日），这也是我们这次新疆行的最后一天了，跨越将近4000公里的追寻，只“维”遇见你，九天的新疆行就这样结束了，虽有不舍，但更多的是期待；新疆的美也真的会让每一个到来的人词穷！！！我们的运气也是爆棚的，没有遇到独库堵车、没有碰到雨天等极端天气，还预约上了超难预约的那拉提草原自驾票…………新疆，我们还会与你相见的，下次就是南疆喀什、白沙山、白沙湖、盘龙古道…………,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_84c2b185613fb5355d6391b260fb741d.jpg_160x120x95_30f9bbd2.jpg,1.1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7862341,共9天
曼谷·巡礼季：社畜撒欢不搬砖 追星打卡恰美食,马铃薯妹妹,途经：泰国(曼谷Bangkok),行程：唐人街>金山寺>吉姆·汤普森之家>曼谷艺术文化中心>湄南河>大皇宫>曼谷国家美术馆...,2023-10-21 出发,共7天,深度游 购物 美食 短途周末 摄影 探险 第一次,人均5000元,252张照片,都3202年了，我看看谁的伴手礼是不是还停留在榴莲干、芒果干上，这些网上下单，不比你人肉拎回来还便宜  ，看看本土优选吧,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_57a08bd3fa71a03bc0bda8d85f3d6de0.jpg_160x120x95_b649d3d3.jpg,9577,0,0,0,0,https://travel.qunar.com/travelbook/note/7861990,共7天
川西游,mnzs,途经：成都>都江堰>九寨沟,行程：宽窄巷子>春熙路>青城山>青城后山>青城前山>九寨沟沟口>九寨沟风景区>成都大熊猫...,2024-07-17 出发,共10天,美食 自驾 暑假,人均6000元,99张照片,到郑州看到海昌海洋公园搞活动，大人小孩都是99一人，之前去上海的海昌一人要二百多呢，郑州这个新开业的还没来过，索性就去逛逛。快中午去的，人很多，上海那个特别之处应该是有虎鲸表演，郑州这个园区特别的应该就是有个摩天轮，坐一圈要20分钟，每个座舱里有单独的空调，就是排队人很多。也有个奥特曼场馆，真是太小了，感觉直接就是个卖奥特曼纪念品的。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_d9e07e1816b2d32ffcb434da5bd5537f.jpg_160x120x95_eb98e5ee.jpg,5457,0,0,0,0,https://travel.qunar.com/travelbook/note/7861638,共10天
我的自驾：小众大美----2024皖滇长线,有你才精彩,途经：昆明>安顺>都匀,行程：虎跳峡>云峰屯堡景区>天龙屯堡>天台山,2024-07-28 出发,共15天,古镇 自驾 暑假,None,816张照片,武汉-蚌埠495公里，在台风到来前顺利到家。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_9c4ae825f13b11558fa9293f68847b24.jpg_160x120x95_74340b70.jpg,9682,0,0,0,0,https://travel.qunar.com/travelbook/note/7861421,共15天
哈尔滨/延吉/长春 东北7天自由行,Joy妃,途经：哈尔滨>延吉>长春,行程：知音酒楼(花园店)>果戈里大街>松花江铁路桥>波特曼西餐厅(道里店)>哈尔滨博物馆...,2024-07-27 出发,共7天,深度游 环游 美食 暑假,None,151张照片,武汉-蚌埠495公里，在台风到来前顺利到家。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_301f8d3de441973d73957ff6d9aa1169.jpg_160x120x95_4a4f9653.jpg,1.1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7861401,共7天
太原旅游，一定要来《西游记》的取景地——900余年历史的晋祠！,火星上的那片...,途经：太原,行程：晋祠博物馆>晋祠公园>晋祠胜境,2024-07-14 出发,共1天,暑假 短途周末,人均80元,72张照片,1.晋祠和天龙山现在是一家管理公司运营，南门出去的公交站有互通的公交车；,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_2773b4717f6e9dc2f364943ed54ea7f6.jpg_160x120x95_cef63692.jpg,1.1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7861301,共1天
烟台观海 自驾3天半 市区/养马岛/蓬莱,Joy妃,途经：烟台,行程：华茂饭店(桃花街店)>所城里>烟台山景区>养马岛>旺角小渔村·初家饭店(莱山店)>龙湖...,2024-07-23 出发,共5天,美食 海滨海岛 自驾 暑假 夏季,None,83张照片,也在蓬莱阁景区附近，一个购物广场 下面有超市，也有薛记炒货 DQ  莫酸奶 蓬莱的网红连锁店也挺多,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_9ff98948d1b4c9d195aeb311fc494103.jpg_160x120x95_d622c8b9.jpg,8893,0,0,0,0,https://travel.qunar.com/travelbook/note/7861087,共5天
人生必去清单——天堂海岛马尔代夫 最全细节攻略,wateranye,暂无数据,暂无数据,2024-07-11 出发,共7天,漫游 海滨海岛 潜水 暑假 摄影 夏季,人均16000元,749张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_14e989815de9583a6af48d70709dc4af.jpeg_160x120x95_bf1b14c1.jpeg,3995,0,0,0,0,https://travel.qunar.com/travelbook/note/7860900,共7天
与西蒙的草原、沙漠、火山、峡谷来一场浪漫且自由的邂逅,ONELI,暂无数据,暂无数据,2024-07-13 出发,共7天,环游 美食 自驾 暑假,人均4500元,40张照片,心心念念的内蒙古之旅要告一段落了，怀着不舍的心情，我们踏上了归程🛩️🛩️。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_8633e8b1e2970b17b619ee5ca3774677.jpg_160x120x95_ab4d27c5.jpg,5436,0,0,0,0,https://travel.qunar.com/travelbook/note/7860831,共7天
